BASE_YM(기준연월),HNDE_BANKCD((비식별)취급은행코드),TRAN_TYE_NM(거래구분명),TRAN_AMT(거래금액(원))
﻿202211,MIQ,현금지급/현금서비스,1007620000
﻿202211,IEK,기타,42232000
﻿202211,IGI,계좌이체,127434000
﻿202211,PNA,현금지급/현금서비스,65520000
﻿202211,IGI,현금입금,32350000
﻿202211,CAZ,기타,145985000
﻿202211,IGI,현금지급/현금서비스,67860000
﻿202211,AIG,계좌이체,1225361000
﻿202211,FLX,기타,3745000
﻿202211,EEB,기타,11057000
﻿202211,XIE,지로납부,517319000
﻿202211,QOB,계좌이체,76916000
﻿202211,QDF,기타,25750000
﻿202211,GPM,지로납부,168589000
﻿202211,KFW,계좌이체,33759000
﻿202211,PNA,현금입금,27468000
﻿202211,KFW,현금입금,66520000
﻿202211,AIG,현금지급/현금서비스,560000
﻿202211,TGT,지로납부,26631000
﻿202211,KFW,현금지급/현금서비스,167000000
﻿202211,MIQ,지로납부,816000
﻿202211,CBX,계좌이체,11100000000
﻿202211,SCD,지로납부,223000
﻿202211,JFG,계좌이체,1570000000
﻿202103,IEK,계좌이체,1996415647000
﻿202103,HZI,계좌이체,5457334368000
﻿202103,RII,현금입금,35917022000
﻿202103,BVI,계좌이체,1199231180000
﻿202103,HZO,지로납부,8606443000
﻿202103,VEA,현금지급/현금서비스,233553620000
﻿202103,SHK,계좌이체,1075590315000
﻿202103,CAZ,현금입금,95652607000
﻿202103,HZI,현금지급/현금서비스,898288620000
﻿202103,CVN,계좌이체,921846311000
﻿202103,EEB,현금지급/현금서비스,255434160000
﻿202103,IUR,현금입금,198375449000
﻿202103,IUR,계좌이체,1264663436000
﻿202103,IEK,현금지급/현금서비스,460467210000
﻿202103,IEK,지로납부,42089563000
﻿202103,CAZ,계좌이체,632998247000
﻿202103,VEA,계좌이체,1305848823000
﻿202103,BVI,현금지급/현금서비스,335450130000
﻿202103,SHK,현금지급/현금서비스,393255140000
﻿202103,BVI,현금입금,122652888000
﻿202103,IEK,현금입금,188137777000
﻿202103,JVP,계좌이체,910921294000
﻿202103,HZO,계좌이체,224994817000
﻿202103,HZI,현금입금,348303328000
﻿202103,JVP,현금입금,73855798000
﻿202103,VEA,지로납부,263316609000
﻿202103,IUR,현금지급/현금서비스,500881530000
﻿202103,CAZ,현금지급/현금서비스,214749200000
﻿202103,QDF,계좌이체,478037921000
﻿202103,HZO,현금입금,31437500000
﻿202103,HZI,지로납부,97410536000
﻿202103,EEB,현금입금,99336497000
﻿202103,BVI,지로납부,72412625000
﻿202103,CVN,현금지급/현금서비스,259965130000
﻿202103,FYT,계좌이체,317298958000
﻿202103,CVN,현금입금,85923087000
﻿202103,VEA,현금입금,78518136000
﻿202103,KYG,현금입금,11288492000
﻿202103,SHK,현금입금,140717955000
﻿202103,ZVX,현금지급/현금서비스,22138500000
﻿202103,ZDD,계좌이체,65500062000
﻿202103,RII,현금지급/현금서비스,63293370000
﻿202103,JVP,현금지급/현금서비스,180203730000
﻿202103,CVN,지로납부,36274669000
﻿202103,CAZ,지로납부,7477540000
﻿202103,IUR,지로납부,7242475000
﻿202103,SCD,현금입금,50256356000
﻿202103,RII,계좌이체,223994399000
﻿202103,FYT,현금지급/현금서비스,108181860000
﻿202103,EEB,계좌이체,752460688000
﻿202103,KPQ,현금지급/현금서비스,245108130000
﻿202103,HZO,현금지급/현금서비스,91935740000
﻿202103,QDF,현금지급/현금서비스,70831340000
﻿202103,QDF,현금입금,39505623000
﻿202103,HZO,기타,170855000
﻿202103,QDF,지로납부,157648076000
﻿202103,XIE,계좌이체,20694697000
﻿202103,ZVX,계좌이체,141184861000
﻿202103,EEB,지로납부,18246729000
﻿202103,FYT,현금입금,48924368000
﻿202103,JVP,지로납부,97937332000
﻿202103,KYG,계좌이체,94568027000
﻿202103,KYG,현금지급/현금서비스,36818210000
﻿202103,FLX,현금지급/현금서비스,9038210000
﻿202103,ZDD,현금지급/현금서비스,13439090000
﻿202103,NXL,현금입금,14606099000
﻿202103,SHK,지로납부,191592673000
﻿202103,FLX,계좌이체,49438935000
﻿202103,CVN,기타,204795000
﻿202103,ZDD,현금입금,5796725000
﻿202103,GPM,계좌이체,23714130000
﻿202103,ZVX,현금입금,12468892000
﻿202103,HZI,기타,3013895000
﻿202103,XIE,현금지급/현금서비스,8828630000
﻿202103,IEK,기타,83061000
﻿202103,GPM,현금입금,2325092000
﻿202103,GPM,현금지급/현금서비스,6478750000
﻿202103,FLX,지로납부,619604000
﻿202103,KYG,지로납부,2431538000
﻿202103,FLX,현금입금,6108970000
﻿202103,SCD,현금지급/현금서비스,1177900000
﻿202103,SCD,계좌이체,7912739000
﻿202103,FYT,지로납부,15880281000
﻿202103,ZDD,지로납부,6820031000
﻿202103,ZVX,지로납부,9171245000
﻿202103,NXL,현금지급/현금서비스,1098680000
﻿202103,XIE,현금입금,1599753000
﻿202103,BVI,기타,299813000
﻿202103,EEB,기타,31021000
﻿202103,PNA,현금입금,26129000
﻿202103,VEA,기타,751619000
﻿202103,AHN,계좌이체,2815382000
﻿202103,NXL,계좌이체,8359201000
﻿202103,TGT,계좌이체,4183344000
﻿202103,RII,지로납부,9325911000
﻿202103,IGI,계좌이체,253255000
﻿202103,CAZ,기타,249218000
﻿202103,TGT,현금입금,658553000
﻿202103,SHK,기타,222464000
﻿202103,JVP,기타,238250000
﻿202103,ZDD,기타,38985000
﻿202103,MIQ,계좌이체,1305949000
﻿202103,GPM,지로납부,154796000
﻿202103,TGT,현금지급/현금서비스,1592200000
﻿202103,HQI,계좌이체,530349000
﻿202103,QDF,기타,21670000
﻿202103,AIG,계좌이체,3395851000
﻿202103,MIQ,현금입금,470527000
﻿202103,AIG,현금지급/현금서비스,52490000
﻿202103,PNA,계좌이체,612559000
﻿202103,IGI,현금지급/현금서비스,79840000
﻿202103,MIQ,현금지급/현금서비스,1156560000
﻿202103,FLX,기타,11677000
﻿202103,PNA,현금지급/현금서비스,68910000
﻿202103,XIE,지로납부,284325000
﻿202103,IGI,현금입금,18443000
﻿202103,FYT,기타,61897000
﻿202103,QOB,계좌이체,189991000
﻿202103,KFW,계좌이체,102256000
﻿202103,MIQ,지로납부,5737000
﻿202103,XIE,기타,58000
﻿202103,TGT,지로납부,6169000
﻿202103,AIG,현금입금,6091000
﻿202103,KFW,현금지급/현금서비스,177790000
﻿202103,SCD,지로납부,174000
﻿202103,PNA,지로납부,9000
﻿202103,RBR,계좌이체,960000
﻿202103,KFW,현금입금,71130000
﻿202103,CBX,계좌이체,9790000000
﻿202205,HZI,현금지급/현금서비스,1051555710000
﻿202205,KPQ,현금지급/현금서비스,319068120000
﻿202205,HZI,계좌이체,4567124790000
﻿202205,CVN,현금지급/현금서비스,267141020000
﻿202205,IEK,계좌이체,1558402343000
﻿202205,IUR,현금입금,230088230000
﻿202205,BVI,계좌이체,929059294000
﻿202205,CVN,계좌이체,667490934000
﻿202205,BVI,현금입금,133607040000
﻿202205,HZI,현금입금,409301800000
﻿202205,IEK,현금지급/현금서비스,500757090000
﻿202205,CAZ,계좌이체,560614513000
﻿202205,SHK,현금지급/현금서비스,472449850000
﻿202205,SHK,계좌이체,838883148000
﻿202205,VEA,현금지급/현금서비스,286481300000
﻿202205,CAZ,현금지급/현금서비스,226256050000
﻿202205,SHK,현금입금,158886572000
﻿202205,JVP,계좌이체,745794329000
﻿202205,IUR,계좌이체,1119197013000
﻿202205,JVP,현금입금,80878108000
﻿202205,IEK,지로납부,55734108000
﻿202205,KYG,계좌이체,80469221000
﻿202205,FYT,계좌이체,241351322000
﻿202205,ZVX,현금입금,13640009000
﻿202205,IUR,현금지급/현금서비스,575459090000
﻿202205,FYT,현금지급/현금서비스,118888610000
﻿202205,HZI,지로납부,166377654000
﻿202205,HZO,현금지급/현금서비스,99544280000
﻿202205,VEA,지로납부,232431815000
﻿202205,RII,현금지급/현금서비스,67660140000
﻿202205,BVI,현금지급/현금서비스,357069190000
﻿202205,EEB,계좌이체,649126087000
﻿202205,QDF,현금입금,43780661000
﻿202205,SCD,현금지급/현금서비스,1324650000
﻿202205,RII,계좌이체,178834795000
﻿202205,HZO,현금입금,35381829000
﻿202205,VEA,계좌이체,1041723663000
﻿202205,JVP,현금지급/현금서비스,194002760000
﻿202205,VEA,현금입금,89514404000
﻿202205,QDF,계좌이체,385550105000
﻿202205,EEB,현금입금,113190898000
﻿202205,JVP,지로납부,122459147000
﻿202205,GPM,계좌이체,23588161000
﻿202205,SCD,현금입금,57024789000
﻿202205,IUR,지로납부,9331851000
﻿202205,FYT,현금입금,49483079000
﻿202205,QDF,현금지급/현금서비스,80196960000
﻿202205,NXL,현금입금,18502278000
﻿202205,IEK,현금입금,197741556000
﻿202205,RII,현금입금,36581300000
﻿202205,QDF,지로납부,232957423000
﻿202205,HZO,계좌이체,204221943000
﻿202205,EEB,지로납부,18327588000
﻿202205,ZVX,현금지급/현금서비스,25516480000
﻿202205,ZVX,계좌이체,111832542000
﻿202205,HZI,기타,1936474000
﻿202205,ZDD,계좌이체,52581265000
﻿202205,XIE,계좌이체,11820985000
﻿202205,ZDD,현금입금,5967108000
﻿202205,FLX,계좌이체,40075514000
﻿202205,CVN,지로납부,44904494000
﻿202205,ZDD,지로납부,8376464000
﻿202205,CAZ,지로납부,9150176000
﻿202205,SHK,지로납부,174968802000
﻿202205,FLX,현금지급/현금서비스,9396620000
﻿202205,KYG,현금입금,12212653000
﻿202205,TGT,계좌이체,2597344000
﻿202205,CAZ,현금입금,101472924000
﻿202205,CVN,현금입금,91048642000
﻿202205,EEB,현금지급/현금서비스,305994590000
﻿202205,BVI,지로납부,55489488000
﻿202205,ZVX,지로납부,9665299000
﻿202205,SCD,계좌이체,5126386000
﻿202205,RII,지로납부,9402477000
﻿202205,FYT,지로납부,14809399000
﻿202205,TGT,현금지급/현금서비스,1771690000
﻿202205,NXL,현금지급/현금서비스,2166510000
﻿202205,ZDD,현금지급/현금서비스,13189670000
﻿202205,FLX,지로납부,825581000
﻿202205,KYG,현금지급/현금서비스,36974090000
﻿202205,FLX,현금입금,6355166000
﻿202205,GPM,현금지급/현금서비스,7365450000
﻿202205,SHK,기타,93118000
﻿202205,HZO,지로납부,9557647000
﻿202205,KYG,지로납부,2969675000
﻿202205,AHN,계좌이체,2711478000
﻿202205,BVI,기타,181802000
﻿202205,XIE,현금지급/현금서비스,7685370000
﻿202205,VEA,기타,521202000
﻿202205,NXL,계좌이체,5117543000
﻿202205,MIQ,계좌이체,1107695000
﻿202205,JVP,기타,149220000
﻿202205,GPM,현금입금,2684548000
﻿202205,PNA,현금지급/현금서비스,82770000
﻿202205,XIE,현금입금,1809697000
﻿202205,MIQ,현금지급/현금서비스,1078050000
﻿202205,IGI,현금입금,33527000
﻿202205,FYT,기타,32842000
﻿202205,CVN,기타,209996000
﻿202205,IGI,현금지급/현금서비스,85890000
﻿202205,TGT,현금입금,763799000
﻿202205,PNA,계좌이체,445786000
﻿202205,IGI,계좌이체,334282000
﻿202205,CAZ,기타,176793000
﻿202205,AIG,계좌이체,1207350000
﻿202205,HZO,기타,105780000
﻿202205,XIE,지로납부,566128000
﻿202205,GPM,지로납부,193540000
﻿202205,MIQ,현금입금,520896000
﻿202205,MIQ,지로납부,4308000
﻿202205,IEK,기타,65493000
﻿202205,ZDD,기타,29501000
﻿202205,FLX,기타,3329000
﻿202205,HQI,계좌이체,364741000
﻿202205,QDF,기타,21921000
﻿202205,EEB,기타,17913000
﻿202205,PNA,현금입금,57805000
﻿202205,TGT,지로납부,88055000
﻿202205,QOB,계좌이체,100526000
﻿202205,KFW,계좌이체,35878000
﻿202205,AIG,현금지급/현금서비스,2550000
﻿202205,NXL,지로납부,52000
﻿202205,KFW,현금지급/현금서비스,180400000
﻿202205,SCD,지로납부,386000
﻿202205,JFG,계좌이체,717000000
﻿202205,KFW,현금입금,71920000
﻿202205,PNA,지로납부,2000
﻿202205,CBX,계좌이체,12100000000
﻿202302,VEA,지로납부,180599241000
﻿202302,JVP,계좌이체,577671007000
﻿202302,IEK,현금입금,189288845000
﻿202302,HZI,현금지급/현금서비스,838374620000
﻿202302,CAZ,현금지급/현금서비스,186758550000
﻿202302,HZI,계좌이체,3524246085000
﻿202302,HZO,현금지급/현금서비스,80330740000
﻿202302,ZVX,계좌이체,85495372000
﻿202302,JVP,현금지급/현금서비스,156837930000
﻿202302,BVI,계좌이체,690007985000
﻿202302,IEK,현금지급/현금서비스,384153040000
﻿202302,SHK,현금입금,157117794000
﻿202302,HZI,현금입금,365731513000
﻿202302,IEK,계좌이체,1201860111000
﻿202302,HZO,계좌이체,159533352000
﻿202302,SCD,현금입금,51212211000
﻿202302,VEA,현금입금,83616649000
﻿202302,SHK,현금지급/현금서비스,384803610000
﻿202302,ZVX,현금입금,13261240000
﻿202302,EEB,현금입금,107209342000
﻿202302,IUR,현금입금,228052894000
﻿202302,IUR,현금지급/현금서비스,469062800000
﻿202302,CAZ,계좌이체,447879768000
﻿202302,VEA,현금지급/현금서비스,230351560000
﻿202302,CVN,현금지급/현금서비스,212371340000
﻿202302,NXL,계좌이체,3756039000
﻿202302,FYT,현금지급/현금서비스,93803450000
﻿202302,BVI,현금입금,132154816000
﻿202302,VEA,계좌이체,823055446000
﻿202302,KPQ,현금지급/현금서비스,245763850000
﻿202302,EEB,현금지급/현금서비스,264561460000
﻿202302,RII,현금지급/현금서비스,49226720000
﻿202302,KYG,현금입금,11207824000
﻿202302,IUR,계좌이체,932680362000
﻿202302,SHK,계좌이체,671836866000
﻿202302,EEB,계좌이체,512605584000
﻿202302,BVI,현금지급/현금서비스,279838930000
﻿202302,FYT,현금입금,46241685000
﻿202302,CVN,계좌이체,529981885000
﻿202302,QDF,현금입금,43350290000
﻿202302,KYG,계좌이체,68073201000
﻿202302,CAZ,현금입금,96776974000
﻿202302,ZDD,현금입금,5040363000
﻿202302,BVI,지로납부,30070602000
﻿202302,RII,현금입금,32280879000
﻿202302,JVP,현금입금,75788759000
﻿202302,SHK,지로납부,119996212000
﻿202302,FYT,계좌이체,186577392000
﻿202302,CVN,현금입금,92323658000
﻿202302,QDF,현금지급/현금서비스,61524410000
﻿202302,AHN,계좌이체,2342180000
﻿202302,FLX,계좌이체,31028972000
﻿202302,HZI,지로납부,70520072000
﻿202302,EEB,지로납부,12741261000
﻿202302,QDF,계좌이체,302416526000
﻿202302,KYG,현금지급/현금서비스,27471220000
﻿202302,CVN,지로납부,25554583000
﻿202302,HZO,현금입금,34283896000
﻿202302,CAZ,지로납부,5776251000
﻿202302,ZVX,현금지급/현금서비스,17068110000
﻿202302,QDF,지로납부,141344034000
﻿202302,FYT,지로납부,8700903000
﻿202302,NXL,현금지급/현금서비스,1456650000
﻿202302,RII,계좌이체,137381605000
﻿202302,FLX,현금입금,5873390000
﻿202302,JVP,지로납부,40958280000
﻿202302,ZVX,지로납부,8396125000
﻿202302,GPM,현금지급/현금서비스,5884090000
﻿202302,IUR,지로납부,6291075000
﻿202302,XIE,현금입금,1737629000
﻿202302,HZI,기타,2178928000
﻿202302,NXL,현금입금,15895938000
﻿202302,FLX,현금지급/현금서비스,7369690000
﻿202302,IEK,지로납부,36105662000
﻿202302,XIE,현금지급/현금서비스,5714000000
﻿202302,ZDD,계좌이체,38423403000
﻿202111,HZI,계좌이체,4781189853000
﻿202111,HZI,현금지급/현금서비스,918437770000
﻿202111,HZO,계좌이체,209179575000
﻿202111,VEA,현금지급/현금서비스,243335200000
﻿202111,VEA,계좌이체,1075845524000
﻿202111,EEB,현금지급/현금서비스,265840440000
﻿202111,CAZ,계좌이체,560983097000
﻿202111,IEK,현금지급/현금서비스,456727850000
﻿202111,FYT,계좌이체,259107695000
﻿202111,BVI,현금지급/현금서비스,336162940000
﻿202111,CVN,계좌이체,708180822000
﻿202111,QDF,계좌이체,407153092000
﻿202111,CVN,현금입금,83514168000
﻿202111,HZI,현금입금,360979113000
﻿202111,IEK,계좌이체,1640351963000
﻿202111,EEB,계좌이체,666313219000
﻿202111,IUR,현금입금,202354783000
﻿202111,BVI,계좌이체,981421386000
﻿202111,RII,현금지급/현금서비스,61368240000
﻿202111,BVI,지로납부,53172115000
﻿202111,QDF,현금지급/현금서비스,72130740000
﻿202111,CAZ,현금지급/현금서비스,211073090000
﻿202111,CVN,현금지급/현금서비스,267827030000
﻿202111,IEK,지로납부,66782332000
﻿202111,CAZ,현금입금,91657986000
﻿202111,IEK,현금입금,178945145000
﻿202111,SHK,계좌이체,880537898000
﻿202111,KPQ,현금지급/현금서비스,268599700000
﻿202111,JVP,계좌이체,770501814000
﻿202111,IUR,계좌이체,1125814834000
﻿202111,HZO,현금지급/현금서비스,91987280000
﻿202111,JVP,현금입금,72817460000
﻿202111,IUR,현금지급/현금서비스,512895200000
﻿202111,ZVX,현금지급/현금서비스,21709840000
﻿202111,JVP,현금지급/현금서비스,182466820000
﻿202111,HZI,지로납부,98000912000
﻿202111,ZVX,현금입금,12323492000
﻿202111,SCD,현금입금,51799240000
﻿202111,RII,계좌이체,186611532000
﻿202111,FYT,현금지급/현금서비스,105509850000
﻿202111,FLX,계좌이체,42940891000
﻿202111,VEA,지로납부,229839601000
﻿202111,SHK,지로납부,163197890000
﻿202111,BVI,현금입금,120446455000
﻿202111,VEA,현금입금,78541266000
﻿202111,QDF,현금입금,39919395000
﻿202111,KYG,현금지급/현금서비스,35694340000
﻿202111,FYT,현금입금,47223997000
﻿202111,IUR,지로납부,6697349000
﻿202111,NXL,현금입금,15648689000
﻿202111,KYG,계좌이체,86057056000
﻿202111,HZO,현금입금,31512388000
﻿202111,KYG,현금입금,11232621000
﻿202111,EEB,현금입금,99767431000
﻿202111,ZDD,현금지급/현금서비스,12013830000
﻿202111,ZVX,계좌이체,118075061000
﻿202111,ZDD,계좌이체,55293830000
﻿202111,HZI,기타,2261102000
﻿202111,GPM,현금지급/현금서비스,6244150000
﻿202111,GPM,현금입금,2345417000
﻿202111,GPM,계좌이체,22992117000
﻿202111,RII,현금입금,34021929000
﻿202111,SHK,현금지급/현금서비스,414327260000
﻿202111,SHK,현금입금,139053584000
﻿202111,KYG,지로납부,2364549000
﻿202111,CAZ,지로납부,6242119000
﻿202111,XIE,현금지급/현금서비스,8593330000
﻿202111,QDF,지로납부,92407947000
﻿202111,FLX,현금지급/현금서비스,9095510000
﻿202111,ZVX,지로납부,9342609000
﻿202111,ZDD,현금입금,5336209000
﻿202111,HZO,지로납부,5116217000
﻿202111,JVP,지로납부,101273466000
﻿202111,RII,지로납부,8544995000
﻿202302,SCD,현금지급/현금서비스,1206300000
﻿202302,QOB,계좌이체,82029000
﻿202302,GPM,계좌이체,19451284000
﻿202302,HZO,지로납부,3670756000
﻿202302,ZDD,지로납부,6426505000
﻿202111,SCD,현금지급/현금서비스,1251490000
﻿202111,EEB,지로납부,12633563000
﻿202111,XIE,계좌이체,17046000000
﻿202111,CVN,지로납부,41761063000
﻿202111,FYT,지로납부,12546004000
﻿202111,SCD,계좌이체,6116659000
﻿202302,ZDD,현금지급/현금서비스,8598200000
﻿202302,CVN,기타,159673000
﻿202302,TGT,계좌이체,2110249000
﻿202302,VEA,기타,592339000
﻿202302,SCD,계좌이체,4250491000
﻿202111,AIG,계좌이체,1758656000
﻿202111,FLX,현금입금,6016070000
﻿202111,CVN,기타,161140000
﻿202111,NXL,현금지급/현금서비스,1046360000
﻿202111,AHN,계좌이체,2976802000
﻿202302,BVI,기타,195198000
﻿202302,KYG,지로납부,1157491000
﻿202302,MIQ,계좌이체,845205000
﻿202302,MIQ,현금입금,524356000
﻿202111,FYT,기타,31179000
﻿202111,VEA,기타,599977000
﻿202111,IEK,기타,60014000
﻿202111,BVI,기타,270993000
﻿202111,TGT,현금지급/현금서비스,1627620000
﻿202302,FLX,지로납부,355497000
﻿202111,CAZ,기타,162038000
﻿202111,ZDD,지로납부,7153362000
﻿202111,NXL,계좌이체,5842319000
﻿202111,JVP,기타,126243000
﻿202111,FLX,지로납부,696194000
﻿202302,XIE,계좌이체,8058665000
﻿202302,FYT,기타,26862000
﻿202302,RII,지로납부,7513650000
﻿202111,TGT,현금입금,666616000
﻿202302,TGT,현금지급/현금서비스,1269630000
﻿202302,CAZ,기타,195868000
﻿202302,GPM,현금입금,2685414000
﻿202111,TGT,계좌이체,2999166000
﻿202302,PNA,현금지급/현금서비스,57550000
﻿202302,MIQ,현금지급/현금서비스,813220000
﻿202111,MIQ,현금지급/현금서비스,1203370000
﻿202111,XIE,현금입금,1774387000
﻿202111,MIQ,현금입금,614280000
﻿202111,GPM,지로납부,187198000
﻿202111,FLX,기타,4466000
﻿202302,SHK,기타,113156000
﻿202302,AIG,계좌이체,963287000
﻿202111,PNA,현금입금,47868000
﻿202302,XIE,지로납부,65311000
﻿202302,IGI,현금지급/현금서비스,43450000
﻿202111,HZO,기타,127852000
﻿202111,SHK,기타,114501000
﻿202302,KFW,계좌이체,37252000
﻿202302,IGI,계좌이체,129973000
﻿202111,MIQ,계좌이체,1299663000
﻿202111,XIE,지로납부,379329000
﻿202111,PNA,현금지급/현금서비스,75420000
﻿202302,TGT,현금입금,821678000
﻿202302,PNA,계좌이체,337320000
﻿202302,QDF,기타,37490000
﻿202302,HQI,계좌이체,337448000
﻿202302,HZO,기타,102662000
﻿202302,GPM,지로납부,107308000
﻿202111,ZDD,기타,16656000
﻿202302,JVP,기타,141501000
﻿202302,EEB,기타,13604000
﻿202302,IEK,기타,61046000
﻿202111,SCD,지로납부,252000
﻿202111,EEB,기타,14421000
﻿202111,HQI,계좌이체,323359000
﻿202111,IGI,현금지급/현금서비스,85160000
﻿202302,IGI,현금입금,40915000
﻿202111,AIG,현금지급/현금서비스,16510000
﻿202302,ZDD,기타,26144000
﻿202111,TGT,지로납부,48054000
﻿202302,AIG,현금입금,1307000
﻿202111,IGI,계좌이체,150307000
﻿202111,QDF,기타,21214000
﻿202111,PNA,계좌이체,406570000
﻿202111,QOB,계좌이체,120360000
﻿202302,MIQ,지로납부,173000
﻿202302,PNA,현금입금,33769000
﻿202302,AIG,현금지급/현금서비스,24200000
﻿202111,MIQ,지로납부,2563000
﻿202203,IUR,계좌이체,1063285828000
﻿202203,HZI,계좌이체,4385102624000
﻿202203,IEK,현금지급/현금서비스,436306940000
﻿202203,CAZ,계좌이체,532819789000
﻿202203,EEB,현금지급/현금서비스,260470740000
﻿202203,JVP,계좌이체,731102195000
﻿202203,ZVX,계좌이체,108973037000
﻿202203,SHK,계좌이체,817840306000
﻿202203,VEA,현금지급/현금서비스,240502200000
﻿202203,HZI,현금지급/현금서비스,880776490000
﻿202203,CVN,현금지급/현금서비스,243155480000
﻿202203,IUR,현금지급/현금서비스,493324800000
﻿202203,VEA,현금입금,78797383000
﻿202203,SCD,현금입금,51031916000
﻿202203,IEK,계좌이체,1536183803000
﻿202203,BVI,현금지급/현금서비스,305227520000
﻿202203,FYT,현금입금,45881729000
﻿202203,CAZ,현금지급/현금서비스,201371850000
﻿202203,QDF,현금지급/현금서비스,66101050000
﻿202203,JVP,현금지급/현금서비스,169424580000
﻿202203,SHK,현금지급/현금서비스,388642540000
﻿202203,BVI,계좌이체,908418945000
﻿202203,CAZ,현금입금,91179950000
﻿202203,HZO,계좌이체,191295496000
﻿202203,JVP,현금입금,72651124000
﻿202203,FYT,현금지급/현금서비스,98074030000
﻿202203,VEA,계좌이체,994328341000
﻿202203,QDF,계좌이체,379950220000
﻿202203,VEA,지로납부,215036425000
﻿202203,EEB,계좌이체,594014995000
﻿202203,BVI,현금입금,120418520000
﻿202203,CVN,현금입금,80816851000
﻿202203,ZVX,현금지급/현금서비스,20797630000
﻿202203,HZI,현금입금,360178768000
﻿202203,HZO,현금입금,31581689000
﻿202203,IEK,현금입금,177741513000
﻿202203,HZI,지로납부,91068690000
﻿202203,IEK,지로납부,56630130000
﻿202203,CVN,지로납부,33274742000
﻿202203,CVN,계좌이체,658348153000
﻿202203,SHK,현금입금,139029154000
﻿202203,HZO,지로납부,8825125000
﻿202203,SHK,지로납부,132405336000
﻿202203,QDF,지로납부,157923014000
﻿202203,KYG,계좌이체,77122680000
﻿202203,HZI,기타,2577533000
﻿202203,XIE,현금입금,1664302000
﻿202203,RII,계좌이체,176799502000
﻿202203,RII,현금지급/현금서비스,57608560000
﻿202203,JVP,지로납부,76865771000
﻿202203,EEB,현금입금,100606914000
﻿202203,IUR,현금입금,206626158000
﻿202203,TGT,계좌이체,1928724000
﻿202203,QDF,현금입금,39051565000
﻿202203,BVI,지로납부,39572858000
﻿202203,RII,현금입금,33520709000
﻿202203,ZVX,지로납부,8935597000
﻿202203,IUR,지로납부,7094239000
﻿202203,KYG,지로납부,1454487000
﻿202203,NXL,현금입금,15377900000
﻿202203,KYG,현금지급/현금서비스,33111870000
﻿202203,HZO,현금지급/현금서비스,86112640000
﻿202203,KPQ,현금지급/현금서비스,263772760000
﻿202203,FYT,계좌이체,234557754000
﻿202203,SCD,현금지급/현금서비스,1097600000
﻿202203,HZO,기타,159838000
﻿202203,GPM,계좌이체,21693664000
﻿202203,KYG,현금입금,11159549000
﻿202203,CAZ,지로납부,6210509000
﻿202203,EEB,지로납부,21073817000
﻿202203,GPM,현금지급/현금서비스,6404770000
﻿202203,FLX,현금입금,5730150000
﻿202203,ZDD,현금지급/현금서비스,10834740000
﻿202203,NXL,현금지급/현금서비스,1589440000
﻿202203,ZDD,계좌이체,52154651000
﻿202203,ZVX,현금입금,11792257000
﻿202203,FLX,현금지급/현금서비스,8318220000
﻿202203,ZDD,현금입금,5225837000
﻿202203,FLX,계좌이체,38240618000
﻿202203,XIE,계좌이체,12741377000
﻿202203,RII,지로납부,7239139000
﻿202203,NXL,계좌이체,5250714000
﻿202203,AHN,계좌이체,2283177000
﻿202203,FYT,지로납부,9559856000
﻿202203,GPM,현금입금,2506845000
﻿202203,VEA,기타,660739000
﻿202203,MIQ,계좌이체,1208296000
﻿202203,BVI,기타,227522000
﻿202203,ZDD,지로납부,6503092000
﻿202203,MIQ,현금지급/현금서비스,1008710000
﻿202203,SCD,계좌이체,5381759000
﻿202203,XIE,현금지급/현금서비스,7276330000
﻿202203,SHK,기타,99029000
﻿202203,JVP,기타,163520000
﻿202203,HQI,계좌이체,371094000
﻿202203,FLX,지로납부,666017000
﻿202203,CVN,기타,138955000
﻿202203,TGT,현금입금,706112000
﻿202203,MIQ,현금입금,516637000
﻿202203,ZDD,기타,18687000
﻿202203,TGT,현금지급/현금서비스,1468680000
﻿202111,KFW,계좌이체,114542000
﻿202203,AIG,계좌이체,1143554000
﻿202203,FYT,기타,43384000
﻿202203,IGI,현금지급/현금서비스,50460000
﻿202111,IGI,현금입금,38541000
﻿202203,PNA,현금입금,33050000
﻿202203,QDF,기타,20553000
﻿202203,PNA,현금지급/현금서비스,73130000
﻿202203,GPM,지로납부,180792000
﻿202203,XIE,지로납부,175945000
﻿202203,IEK,기타,71970000
﻿202203,CAZ,기타,197122000
﻿202203,FLX,기타,8359000
﻿202203,EEB,기타,22965000
﻿202203,PNA,계좌이체,447272000
﻿202203,KFW,계좌이체,55595000
﻿202203,IGI,현금입금,24108000
﻿202203,QOB,계좌이체,121876000
﻿202203,TGT,지로납부,23997000
﻿202302,FLX,기타,3772000
﻿202203,IGI,계좌이체,88231000
﻿202203,KFW,현금지급/현금서비스,140620000
﻿202302,TGT,지로납부,4354000
﻿202203,XIE,기타,167000
﻿202302,JFG,계좌이체,1560000000
﻿202302,SCD,지로납부,39000
﻿202203,AIG,현금입금,2776000
﻿202203,PNA,지로납부,2000
﻿202203,CBX,계좌이체,10000000000
﻿202111,KFW,현금지급/현금서비스,135430000
﻿202111,AIG,현금입금,3363000
﻿202203,AIG,현금지급/현금서비스,4960000
﻿202203,MIQ,지로납부,6265000
﻿202105,SHK,현금지급/현금서비스,437929770000
